scope,cumulative_return,annualized_return,annualized_volatility,downside_volatility_annualized,sharpe,sortino,max_drawdown,calmar,var_95,cvar_95,ulcer_index,time_under_water_ratio,benchmark_cumulative_return,benchmark_annualized_return,excess_cumulative_return,tracking_error_annualized,information_ratio,turnover_mean,turnover_annualized,hit_rate,avg_holding_bars,profit_factor,diag_total_bars,diag_fraction_long,diag_fraction_short,diag_fraction_flat,diag_flip_count,window_idx,window_start,window_end
aggregate,0.10534085757670297,2.385061169128874,0.34251529308275497,0.17925705515900708,3.7299263283851873,7.126954129703292,-0.0560751414179268,42.53330636035432,-0.003967909327290025,-0.0073899008809853485,0.03167164002943194,0.8666666666666667,-0.09195014151916137,-0.6909807476074399,0.19729099909586434,0.8784644179354637,2.524583857601768,0.019444444444444445,170.45,0.4875,34.285714285714285,1.2509256005550236,720,0.03333333333333333,0.3,0.6666666666666666,14,,,
window_0_2025-02-24_2025-03-25,0.10534085757670297,2.385061169128874,0.34251529308275497,0.17925705515900708,3.7299263283851873,7.126954129703292,-0.0560751414179268,42.53330636035432,-0.003967909327290025,-0.0073899008809853485,0.03167164002943194,0.8666666666666667,-0.09195014151916137,-0.6909807476074399,0.19729099909586434,0.8784644179354637,2.524583857601768,0.019444444444444445,170.45,0.4875,34.285714285714285,1.2509256005550236,720,0.03333333333333333,0.3,0.6666666666666666,14,0.0,2025-02-24,2025-03-25
