scope,cumulative_return,annualized_return,annualized_volatility,downside_volatility_annualized,sharpe,sortino,max_drawdown,calmar,var_95,cvar_95,ulcer_index,time_under_water_ratio,benchmark_cumulative_return,benchmark_annualized_return,excess_cumulative_return,tracking_error_annualized,information_ratio,turnover_mean,turnover_annualized,hit_rate,avg_holding_bars,profit_factor,diag_total_bars,diag_fraction_long,diag_fraction_short,diag_fraction_flat,diag_flip_count,window_idx,window_start,window_end
aggregate,-0.1538889755425219,-0.15435814661513403,0.2781186844849651,0.1887641337841657,-0.4636334299192497,-0.6831018002595279,-0.3883560267224052,-0.39746556250939397,-0.004063123748284969,-0.0074664738703474325,0.27651434175287376,0.9961085040631796,-0.05437540106952532,-0.05455087017255189,-0.09951357447299658,0.6595994360809136,-0.2660673744116543,0.019915302735492732,174.5775437793293,0.4988888888888889,41.37931034482759,0.9769062585494893,8737,0.0054938766166876506,0.4065468696348861,0.5879592537484263,172,,,
window_0_2025-01-01_2025-12-31,-0.1538889755425219,-0.15435814661513403,0.2781186844849651,0.1887641337841657,-0.4636334299192497,-0.6831018002595279,-0.3883560267224052,-0.39746556250939397,-0.004063123748284969,-0.0074664738703474325,0.27651434175287376,0.9961085040631796,-0.05437540106952532,-0.05455087017255189,-0.09951357447299658,0.6595994360809136,-0.2660673744116543,0.019915302735492732,174.5775437793293,0.4988888888888889,41.37931034482759,0.9769062585494893,8737,0.0054938766166876506,0.4065468696348861,0.5879592537484263,172,0.0,2025-01-01,2025-12-31
