scope,cumulative_return,annualized_return,annualized_volatility,downside_volatility_annualized,sharpe,sortino,max_drawdown,calmar,var_95,cvar_95,ulcer_index,time_under_water_ratio,benchmark_cumulative_return,benchmark_annualized_return,excess_cumulative_return,tracking_error_annualized,information_ratio,turnover_mean,turnover_annualized,hit_rate,avg_holding_bars,profit_factor,diag_total_bars,diag_fraction_long,diag_fraction_short,diag_fraction_flat,diag_flip_count,window_idx,window_start,window_end
aggregate,0.041665891782905806,0.643780425264646,0.5186848075933743,0.31354741850231427,1.2161463369856056,2.011806162582423,-0.10902001759720958,5.9051579650554356,-0.006451246993267911,-0.012397236424606353,0.04856589507941805,0.9680555555555556,-0.09195014151916137,-0.6909807476074399,0.13361603330206717,1.1284461054236319,1.3921771724033403,0.018055555555555554,158.27499999999998,0.46567164179104475,47.857142857142854,1.063803905748765,720,0.0,0.4666666666666667,0.5333333333333333,12,,,
window_0_2025-02-24_2025-03-25,0.041665891782905806,0.643780425264646,0.5186848075933743,0.31354741850231427,1.2161463369856056,2.011806162582423,-0.10902001759720958,5.9051579650554356,-0.006451246993267911,-0.012397236424606353,0.04856589507941805,0.9680555555555556,-0.09195014151916137,-0.6909807476074399,0.13361603330206717,1.1284461054236319,1.3921771724033403,0.018055555555555554,158.27499999999998,0.46567164179104475,47.857142857142854,1.063803905748765,720,0.0,0.4666666666666667,0.5333333333333333,12,0.0,2025-02-24,2025-03-25
