scope,cumulative_return,annualized_return,annualized_volatility,downside_volatility_annualized,sharpe,sortino,max_drawdown,calmar,var_95,cvar_95,ulcer_index,time_under_water_ratio,benchmark_cumulative_return,benchmark_annualized_return,excess_cumulative_return,tracking_error_annualized,information_ratio,turnover_mean,turnover_annualized,hit_rate,avg_holding_bars,profit_factor,diag_total_bars,diag_fraction_long,diag_fraction_short,diag_fraction_flat,diag_flip_count,window_idx,window_start,window_end
aggregate,0.03731006444619944,0.5397107150263705,0.28694824613365294,0.19378563200460738,1.647811057256028,2.439997681706431,-0.06345104457283535,8.505939006360052,-0.003814536125691448,-0.007289018316381325,0.03615943096715238,0.9758064516129032,0.09544502673796629,1.9272952300479846,-0.058134962291766845,0.7283062929262214,-1.0196838862226965,0.01881720430107527,164.95161290322582,0.4935897435897436,44.57142857142857,1.0864403784709495,744,0.0,0.41935483870967744,0.5806451612903226,13,,,
window_0_2025-01-01_2025-01-31,0.03731006444619944,0.5397107150263705,0.28694824613365294,0.19378563200460738,1.647811057256028,2.439997681706431,-0.06345104457283535,8.505939006360052,-0.003814536125691448,-0.007289018316381325,0.03615943096715238,0.9758064516129032,0.09544502673796629,1.9272952300479846,-0.058134962291766845,0.7283062929262214,-1.0196838862226965,0.01881720430107527,164.95161290322582,0.4935897435897436,44.57142857142857,1.0864403784709495,744,0.0,0.41935483870967744,0.5806451612903226,13,0.0,2025-01-01,2025-01-31
