tool,symbol,strategy,trade_date,cutoff_timestamp_utc,max_timestamp_used_utc,strictly_before_cutoff,status,ok,run_id_constraint
get_model_metrics,BTC/USDT,lstm,2025-04-26,2025-04-26 00:00:00+00:00,2025-04-25 23:00:00+00:00,True,ok,True,pilot_2025
get_model_metrics,BTC/USDT,buy_and_hold,2025-04-27,2025-04-27 00:00:00+00:00,2025-04-26 23:00:00+00:00,True,ok,True,pilot_2025
get_model_metrics,BTC/USDT,lstm,2025-04-27,2025-04-27 00:00:00+00:00,2025-04-26 23:00:00+00:00,True,ok,True,pilot_2025
get_model_metrics,BTC/USDT,buy_and_hold,2025-04-28,2025-04-28 00:00:00+00:00,2025-04-27 23:00:00+00:00,True,ok,True,pilot_2025
get_model_metrics,BTC/USDT,lstm,2025-04-28,2025-04-28 00:00:00+00:00,2025-04-27 23:00:00+00:00,True,ok,True,pilot_2025
get_model_metrics,BTC/USDT,buy_and_hold,2025-04-29,2025-04-29 00:00:00+00:00,2025-04-28 23:00:00+00:00,True,ok,True,pilot_2025
get_model_metrics,BTC/USDT,lstm,2025-04-29,2025-04-29 00:00:00+00:00,2025-04-28 23:00:00+00:00,True,ok,True,pilot_2025
get_model_metrics,BTC/USDT,buy_and_hold,2025-04-30,2025-04-30 00:00:00+00:00,2025-04-29 23:00:00+00:00,True,ok,True,pilot_2025
get_model_metrics,BTC/USDT,lstm,2025-04-30,2025-04-30 00:00:00+00:00,2025-04-29 23:00:00+00:00,True,ok,True,pilot_2025
get_model_metrics,BTC/USDT,buy_and_hold,2025-05-01,2025-05-01 00:00:00+00:00,2025-04-30 23:00:00+00:00,True,ok,True,pilot_2025
get_model_metrics,BTC/USDT,lstm,2025-05-01,2025-05-01 00:00:00+00:00,2025-04-30 23:00:00+00:00,True,ok,True,pilot_2025
get_model_metrics,BTC/USDT,buy_and_hold,2025-05-02,2025-05-02 00:00:00+00:00,2025-05-01 23:00:00+00:00,True,ok,True,pilot_2025
get_model_metrics,BTC/USDT,lstm,2025-05-02,2025-05-02 00:00:00+00:00,2025-05-01 23:00:00+00:00,True,ok,True,pilot_2025
get_model_metrics,BTC/USDT,buy_and_hold,2025-05-03,2025-05-03 00:00:00+00:00,2025-05-02 23:00:00+00:00,True,ok,True,pilot_2025
get_model_metrics,BTC/USDT,lstm,2025-05-03,2025-05-03 00:00:00+00:00,2025-05-02 23:00:00+00:00,True,ok,True,pilot_2025
get_model_metrics,BTC/USDT,buy_and_hold,2025-05-04,2025-05-04 00:00:00+00:00,2025-05-03 23:00:00+00:00,True,ok,True,pilot_2025
get_model_metrics,BTC/USDT,lstm,2025-05-04,2025-05-04 00:00:00+00:00,2025-05-03 23:00:00+00:00,True,ok,True,pilot_2025
get_model_metrics,BTC/USDT,buy_and_hold,2025-05-05,2025-05-05 00:00:00+00:00,2025-05-04 23:00:00+00:00,True,ok,True,pilot_2025
get_model_metrics,BTC/USDT,lstm,2025-05-05,2025-05-05 00:00:00+00:00,2025-05-04 23:00:00+00:00,True,ok,True,pilot_2025
get_model_metrics,BTC/USDT,buy_and_hold,2025-05-06,2025-05-06 00:00:00+00:00,2025-05-05 23:00:00+00:00,True,ok,True,pilot_2025
get_model_metrics,BTC/USDT,lstm,2025-05-06,2025-05-06 00:00:00+00:00,2025-05-05 23:00:00+00:00,True,ok,True,pilot_2025
get_model_metrics,BTC/USDT,buy_and_hold,2025-05-07,2025-05-07 00:00:00+00:00,2025-05-06 23:00:00+00:00,True,ok,True,pilot_2025
get_model_metrics,BTC/USDT,lstm,2025-05-07,2025-05-07 00:00:00+00:00,2025-05-06 23:00:00+00:00,True,ok,True,pilot_2025
get_model_metrics,BTC/USDT,buy_and_hold,2025-05-08,2025-05-08 00:00:00+00:00,2025-05-07 23:00:00+00:00,True,ok,True,pilot_2025
get_model_metrics,BTC/USDT,lstm,2025-05-08,2025-05-08 00:00:00+00:00,2025-05-07 23:00:00+00:00,True,ok,True,pilot_2025
