scope,cumulative_return,annualized_return,annualized_volatility,downside_volatility_annualized,sharpe,sortino,max_drawdown,calmar,var_95,cvar_95,ulcer_index,time_under_water_ratio,benchmark_cumulative_return,benchmark_annualized_return,excess_cumulative_return,tracking_error_annualized,information_ratio,turnover_mean,turnover_annualized,hit_rate,avg_holding_bars,profit_factor,diag_total_bars,diag_fraction_long,diag_fraction_short,diag_fraction_flat,diag_flip_count,window_idx,window_start,window_end
aggregate,-0.0024153685339586284,-0.02901347059673809,0.6131518702128238,0.37185361331237987,0.25732507960846546,0.4243050172597087,-0.15250206112849862,-0.19024969486996812,-0.007994274081737618,-0.01549406662198696,0.08675149650630588,0.9652777777777778,-0.09195014151916137,-0.6909807476074399,0.08953477298520274,1.2626047818803932,0.8696146640858156,0.020833333333333332,182.625,0.4711729622266402,62.875,1.0106937099273494,720,0.0,0.7,0.3,14,,,
window_0_2025-02-24_2025-03-25,-0.0024153685339586284,-0.02901347059673809,0.6131518702128238,0.37185361331237987,0.25732507960846546,0.4243050172597087,-0.15250206112849862,-0.19024969486996812,-0.007994274081737618,-0.01549406662198696,0.08675149650630588,0.9652777777777778,-0.09195014151916137,-0.6909807476074399,0.08953477298520274,1.2626047818803932,0.8696146640858156,0.020833333333333332,182.625,0.4711729622266402,62.875,1.0106937099273494,720,0.0,0.7,0.3,14,0.0,2025-02-24,2025-03-25
