scope,cumulative_return,annualized_return,annualized_volatility,downside_volatility_annualized,sharpe,sortino,max_drawdown,calmar,var_95,cvar_95,ulcer_index,time_under_water_ratio,benchmark_cumulative_return,benchmark_annualized_return,excess_cumulative_return,tracking_error_annualized,information_ratio,turnover_mean,turnover_annualized,hit_rate,avg_holding_bars,profit_factor,diag_total_bars,diag_fraction_long,diag_fraction_short,diag_fraction_flat,diag_flip_count,window_idx,window_start,window_end
aggregate,0.10059426801387339,2.2122676779755595,0.2748430508027524,0.15468590693638604,4.383176227980223,7.787946236108033,-0.05902535019436861,37.47995853799481,-0.004237390798301021,-0.006760266368887657,0.02137445604138641,0.9041666666666667,-0.23641637745244437,-0.9625217618960283,0.33701064546631776,0.7067726654353923,6.156175381056277,0.022222222222222223,194.8,0.5092592592592593,27.0,1.2694997910257637,720,0.0,0.3,0.7,15,,,
window_0_2025-10-27_2025-11-25,0.10059426801387339,2.2122676779755595,0.2748430508027524,0.15468590693638604,4.383176227980223,7.787946236108033,-0.05902535019436861,37.47995853799481,-0.004237390798301021,-0.006760266368887657,0.02137445604138641,0.9041666666666667,-0.23641637745244437,-0.9625217618960283,0.33701064546631776,0.7067726654353923,6.156175381056277,0.022222222222222223,194.8,0.5092592592592593,27.0,1.2694997910257637,720,0.0,0.3,0.7,15,0.0,2025-10-27,2025-11-25
