scope,cumulative_return,annualized_return,annualized_volatility,downside_volatility_annualized,sharpe,sortino,max_drawdown,calmar,var_95,cvar_95,ulcer_index,time_under_water_ratio,benchmark_cumulative_return,benchmark_annualized_return,excess_cumulative_return,tracking_error_annualized,information_ratio,turnover_mean,turnover_annualized,hit_rate,avg_holding_bars,profit_factor,diag_total_bars,diag_fraction_long,diag_fraction_short,diag_fraction_flat,diag_flip_count,window_idx,window_start,window_end
aggregate,0.02075729237686086,0.28419605332737574,0.295889771444199,0.19192057686345282,0.993140093623416,1.531154189492551,-0.06926303115592758,4.1031420165193575,-0.005505985170478345,-0.008636225021437453,0.026751030782656574,0.8375,-0.23641637745244437,-0.9625217618960283,0.25717366982930523,0.7320561368963154,4.699354022428277,0.019444444444444445,170.45,0.515625,27.428571428571427,1.0542623085355116,720,0.0,0.26666666666666666,0.7333333333333333,14,,,
window_0_2025-10-27_2025-11-25,0.02075729237686086,0.28419605332737574,0.295889771444199,0.19192057686345282,0.993140093623416,1.531154189492551,-0.06926303115592758,4.1031420165193575,-0.005505985170478345,-0.008636225021437453,0.026751030782656574,0.8375,-0.23641637745244437,-0.9625217618960283,0.25717366982930523,0.7320561368963154,4.699354022428277,0.019444444444444445,170.45,0.515625,27.428571428571427,1.0542623085355116,720,0.0,0.26666666666666666,0.7333333333333333,14,0.0,2025-10-27,2025-11-25
